agency_id,agency_name,agency_name_sort_key,parent_organization,url,purpose,description,history,main_phone_number,street,zip,xPos,yPos,Location
309467.0,Literacy Source,LITERACY SOURCE,,http://www.literacy-source.org,"The Literacy Source mission is to build a literate community by providing learner-centered instruction to adults in English literacy and basic life skills.  At Literacy Source we believe that all adults can improve their basic life skills and that community volunteers, trained and supported by professional staff and consultants, can effectively facilitate this improvement.  We encourage and celebrate the challenge of developing the habit of independent, life-long learning.","Literacy Source offers free instruction, including one-on-one tutoring, by sensitive, trained volunteers.  We provide instruction that is tailored to students' individual needs and skill levels.  We provide: Encouragement to identify and pursue short- and long-term goals; A wealth of instructional materials and innovative program possibilities; Opportunities for volunteers and students to take part in the evaluation, support, improvement, and success of the center; A convenient north-end location with easy access to a public library","Literacy Source - A Community Learning Center has been providing unique and responsive adult literacy services since 1986.  Initially service provision focused on adult literacy (ABE) needs in the Seattle's North End.  During the first few years, adult basic literacy instruction was our sole purpose.  *Currently our services have expanded to include English as a Second Language (ESL) tutoring and conversation classes, computer literacy, workplace basic skills, Citizenship and civics classes, immigrant and refugee beginning ESL and the Newcomer Network, an individualized adult high school diploma program, transitions and on-line computer classes*.",,720 North 35th Suite 103,98103.0,,,
645662.0,Magnuson Environmental Stewardship Alliance,MAGNUSON ENVIRONMENTAL STEWARDSHIP ALLIANCE,,http://mesaseattle.org,"The mission of the Magnuson Environmental Stewardship Alliance (MESA) is to educate and involve the community in stewardship of Warren G. Magnuson Park.  Our purpose includes enhancing the habitat for native plants, animals and birds so that there is greater diversity and insuring that the property is a safe, aesthetically pleasing environment for its residents and visitors.",MESA is a group of dedicated neighbors who provide leadership and expertise to volunteers who want to help make our City park a better place.  MESA members are involved in the public process to ensure concerns of the environment are represented.  Grants and donations are used to purchase the tools and plants needed for habitat enhancement and to produce educational benefits.,"Members of MESA can trace their history to the early 70's when Senator Warren G. Magnuson made possible the acquisition of the de-commissioned Naval air station for the purpose of park land.  In the early 1990's, MESA began as a sub-committee of the Sand Point Community Liaison Committee and in 1999 formed Magnuson Environmental Stewardship Alliance.  Close ties with other environmental groups in our area provide guidance and expertise in our efforts to enhance the habitat.  Regularly scheduled work parties have been held the second Sunday and third Thursday for the past five years.  Special work parties are arranged and supervised for groups from schools, businesses, and social clubs.  Five regularly scheduled work parties are held each month.",,6057 Ann Arbor Avenue NE,989115.0,-122.27643,47.67496,"(47.67496, -122.27643)"
1.0405225311E10,Make The Dash Count Foundation,MAKE THE DASH COUNT FOUNDATION,,,To educate and inspire today's high-school students to become the next generation of philanthropic leaders through community engagement and hands-on grantmaking.,"Our program is designed to develop youth grantmaking boards throughout the state of Washington.  We currently have six active youth boards.  Our youth board members are chosen by their peers from economically and sociallly diverse backgrounds, making them better able to understand the needs of their own communities.   During their time on the board they will help in developing a team oriented board, learn about philanthropy, request gift applications from area youth organizations, review those applications, determine which organizations will receive a gift of funds and in the end make recommendations to Hope who will write the final check.  The youth board members will be responsible lastly for giving out the charitable gifts on behalf of the Make the Dash Count.","The Foundation was started by Hope Moore, of Gig Harbor.  The concept for Make the Dash came from her desire to teach her son about issues facing kids in their community.  She also wanted to give him a special gift, one that is not easily replicated, the incredible feeling of pride associated with giving.  As Hope began thinking of how she could teach him, she realized that other youth could benefit from this same type of experience and soon the youth board was formed.  Hope felt they would need to be in charge of making real decisions and giving away real dollars.  Her goal was, and still is, ?to plant the seeds of philanthropy? through these kids.",(206) 310-1221,2501 13th Ave W,98119.0,-122.37386,47.64078,"(47.64078, -122.37386)"
1.0248220718E10,NARAL Pro-Choice Washington & Foundation,NARAL PROCHOICE WASHINGTON  FOUNDATION,,http://www.prochoicewashington.org,"To develop and sustain a constituency that uses the political process to guarantee every woman the right to make personal decisions regarding the full range of reproductive choices, including preventing unintended pregnancy, bearing healthy children, and choosing legal abortion.  Foundation: To support and protect, as a fundamental freedom, a woman?s right to make reproductive choices.  This mission is accomplished through support of education, training programs, and public policy initiatives.","It's your body. So shouldn?t what happens to it be your decision?    NARAL Pro-Choice Washington believes that every woman should be able to make personal decisions about the full range of reproductive health options. We support every woman's ability to access the birth control method of her choice, accurate and comprehensive sexual health information, good prenatal care, and safe legal abortion care.    Our 12,000 members are mothers, fathers, husbands, wives, sisters and brothers working together to improve reproductive health care in Washington state. We are the strongest grassroots network of pro-choice activists in Washington.","Our Organization Structurally, NARAL Pro-Choice Washington is four organizations in one:    NARAL Pro-Choice Washington 501-(c)(4) does issue advocacy, lobbying, and provides information on candidates positions on choice. We work with our lobbyist and legislators in Olympia to chart and pass pro-choice legislation and to defeat legislation that would limit a woman's right to choose. Contributions are NOT tax-deductible.   NARAL Pro-Choice Washington Foundation 501-(c)(3). Contributions to our Foundation are tax-deductible. This money cannot be used for direct political work. Foundation money can be used for issue education and some grassroots lobbying.    State Political Action Committee (PAC) can directly support candidates for state office. We educate voters on a candidate's position on choice before he or she becomes an elected representative. All contributions and donors to our state PAC must be reported to the Public Disclosure Committee (PDC).   Federal PAC is able to directly support federal candidates. All contributions and donors to our Federal PAC must be reported to the Federal Elections Committee (FEC).",,"811 1st Ave, Suite 456",98104.0,-122.33558,47.60353,"(47.60353, -122.33558)"
1.0405264079E10,Girl Scouts Of Western Washington - Greater Seattle,GIRL SCOUTS OF WESTERN WASHINGTON  GREATER SEATTLE,Girl Scouts Of Western Washington,http://www.girlscoutsww.org,"Girl Scouting builds girls of courage, confidence and character, who make the world a better place.   In Girl Scouts, a girl becomes tomorrow's leader by discovering herself and her community, connecting with others in a positive way and taking action to make the world a better place.","Girl Scouts is the world's pre-eminent organization dedicated solely to girls. Grounded in the values of the Girl Scout Promise and Law, it offers girls a safe, supportive environment.   Partnering with caring adults, girls design fun and challenging activities that empower them to discover, connect, and take action around issues that concern them.   Girl Scouts is a unique girl-only place where a girl finds:   courage by exploring new adventures,  confidence by discovering her abilities,  character by shaping her values, and  connections through friendships with other girls.   Girl Scouts of Western Washington serves more than 27,000 girls grades Kindergarten - 12th grade in Western Washington. Girls participate in age-based programs as part of a troop or as individual Girl Scouts.","Juliette ""Daisy"" Gordon Low assembled 18 girls from Savannah, Georgia, on March 12, 1912, for a local Girl Scout meeting. She believed that all girls should be given the opportunity to develop physically, mentally, and spiritually. With the goal of bringing girls out of isolated home environments and into community service and the open air, Girl Scouts hiked, played basketball, went on camping trips, learned how to tell time by the stars, and studied first aid.   Within a few years, Daisy's dream for a girl-centered organization was realized. Today, Girl Scouts of the USA has a membership of nearly four million girls and adults, a significant growth from its modest beginnings nearly a century ago. In fact, more than 50 million women in the U.S. today are Girl Scout alumnae. We invite you to learn about our robust organization and its rich history. From our willingness to tackle important societal issues, to our commitment to diversity and inclusiveness?Girl Scouts is dedicated to every girl, everywhere.",(206) 633-5600,601 Valley St,98109.0,-122.34456,47.62609,"(47.62609, -122.34456)"
1.0405266127E10,WACAP (World Association For Children And Parents),WACAP WORLD ASSOCIATION FOR CHILDREN AND PARENTS,,http://www.wacap.org,WACAP provides life changing aid and adoption services to orphans and other children who need families.  Our vision is a family for every child.,"WACAP (World Association for Children and Parents) provides life-changing aid and adoption services to orphans and other children who need families. We are a non-profit organization based in Renton, Washington. Since our grassroots beginnings in 1976, we have found loving and permanent homes for nearly 10,000 orphaned, abandoned, abused, and neglected children and delivered healthcare, nutrition, and education to over 200,000 others. WACAP currently assists children in the United States and seven other countries. To help local children in need of adoption, WACAP operates several programs that find families for US foster children, primarily from the Puget Sound/Western Washington region. Up to 65% of children whom WACAP places in adoptive homes face strong barriers to adoption such as older age, medical needs, psychological trauma, or being a part of a sibling group that needs to stay together.","WACAP was founded in 1976 by a grassroots group of local adoptive parents. Since then WACAP has developed into one of the nation?s leading adoption and child welfare agencies. Our mission is providing life-changing aid and adoption services to orphans and other children who need families, and we currently work in the US and eight other countries.WACAP is governed by a board of directors that includes healthcare, law, accounting, management, and communication professionals, many of whom are adoptive parents. WACAP?s President and CEO, Lillian Thogersen, has been involved with WACAP since the organization was founded. In addition to her three decades of adoption experience, Ms. Thogersen has worked with the juvenile justice system, served as a guardian-ad-litem for children, and received the Angels in Adoption Award from the US Congress in 2004. She is also mother to nine children, eight of whom were adopted.",(206) 575-2079,PO Box 88948,98138.0,,,
220154.0,Boyer Children's Clinic,BOYER CHILDRENS CLINIC,,http://www.boyercc.org,We improve the quality of life of children with neuromuscular disorders or other developmental delays by providing the best solutions for each child and family.,"Boyer Children?s Clinic is a non-profit therapy and early childhood educational facility serving children who have neuromuscular disorders such as cerebral palsy or other developmental delays. Our goal is to help each child reach his or her maximum potential by providing individualized care and promoting early learning and independence.  Boyer serves children from birth to teen years, focusing on children birth to three. Children and their families live in the greater Seattle area and represent a wide diversity in culture, economic background, and race. Boyer also provides select services to children without developmental delay. Children developing in a normal range are served in classroom groups, play groups and baby gym so that children with and without delays can learn together.   With a multi-disciplinary team of educators, therapists, medical practitioners, and social workers, our services support the individual, family, and community.","Throughout its history, Boyer Children?s Clinic has had a major impact on the treatment of children with disabilities in the United States. Boyer has played an active role in establishing the importance of providing high-quality services in the community for children with developmental disabilities since 1942. In the 1950?s Boyer promoted acceptance of children with cerebral palsy in the public schools, and in the late 1970?s, we trained doctors to identify infants with delays at an early age so they could receive the benefits of early intervention. Today we are studying new ways to deliver community-based services and to provide the most effective support for families of children with disabilities.",(206) 325-8477,1850 Boyer Avenue East,98112.0,-122.30252,47.63609,"(47.63609, -122.30252)"
219208.0,Program for Early Parent Support (PEPS),PROGRAM FOR EARLY PARENT SUPPORT PEPS,,http://www.peps.org,PEPS' mission is to provide community-based programs that enable parents of infants and young children to meet the challenges of parenting through mutual support and shared information.,"PEPS is a non-profit organization that brings parents of babies together in community-based discussion and support groups. The PEPS Newborn Program is for infants from birth to four months old. PEPS groups meet weekly, and are facilitated by a PEPS-trained volunteer leader. At each meeting there is time for participants to share the week's concerns, successes, issues and joys as well as time for a discussion on topics related to parenting and children (sleeping, feeding, adjusting to parenthood, etc.) Participants will respect each others opinions and  all discussion are confidential.  PEPS is a prevention program based on the belief that knowledgeable, supported parents will be less likely to abuse or neglect their children. But PEPS goes beyond prevention to promotion, believing that parents who are confident and connected to positive friends and resources will enjoy their children more and help them reach their highest potential.","In 1982, the Mayor of Seattle initiated a task force on the prevention of child abuse and introduced the concept of an early parent support project as one important primary prevention model.  The PEPS program was designed and received non-profit status in the fall of 1982. The first group of volunteers was trained that spring, followed by the institution of five PEPS groups. In 1992, 51 neighborhood groups were held throughout King County. PEPS continues to grow: in 2009, the agency served over 1,400 families in King County!",(206) 547-8570,"4649 Sunnyside Avenue North, Suite #324",98103-6900,-122.33118,47.6641,"(47.6641, -122.33118)"
672294.0,Literacy Council of Seattle,LITERACY COUNCIL OF SEATTLE,ProLiteracy America,http://www.literacyseattle.org,"LCS volunteers teach adults the English skills they need to be successful in their families, jobs, and the community.  Most tutoring is one-to-one; however small class situations are also available.","LCS provides ESL Tutor Training in two modules.  Class 1 and 2 provide the skills needed to teach English to a person with little or no English.   No common language is needed and you need not be a trained teacher.   Our ""communicative"" methods are practical and effective.  We will offer you a choice of students and support your teaching efforts with suggestions and materials.  After tutoring for several weeks, we offer Class 3 and 4 to build your skills for tutoring intermediate level student.    We have opportunities for experienced teachers and beginning tutors.  LCS has a place for everyone!","Formed in 1969, LCS initially focused on teaching Adult Basic English to American-born adults.  Our focus now is ESL for foreign born students.  LCS offers tutors flexible schedules, rewarding activity, and an opportunity to make a difference in the lives of families in the greater Seattle area.  Join us!",(206) 233-9720,Literacy Of Seattle Offices,98117.0,,,
221315.0,City Year Seattle/King County,CITY YEAR SEATTLEKING COUNTY,"City Year, Inc.",http://www.cityyear.org/seattle,"City Year is a national service program that unites young adults aged 17-24 to perform a year of full-time community service, leadership development and civic engagement. These corps members are intentionally and intensely diverse, coming from a wide-range of educational, social, ethnic, and economic backgrounds. This year, over 1,000 corps members are serving in thirteen City Year sites across the country.  City Year's vision is that one day, the most commonly asked question of a young person will be, ""Where are you going to do your service year?""","City Year partners with community leaders, civic institutions, and community agencies to achieve its mission of: meeting critical community needs in education and youth empowerment, developing and training young leaders from all walks of life, breaking down social, educational, racial and economic barriers and sparking civic renewal and engaging citizens from all sectors in the region.  City Year Seattle/King County has engaged 50 corps members this year to put idealism to work; focusing significant time, training, and resources to develop distinct programs that address wide-ranging needs and risk factors facing youth.","City Year was founded in 1988 by Michael Brown and Alan Khazei, then-roommates at Harvard Law School, who felt strongly that young people in service could be a powerful resource for addressing our nation's most pressing issues. Over the years, City Year has been built on the belief that one person can make a difference, and with the vision that one day service will be a common expectation - and a real opportunity -for citizens all around the world.  City Year Seattle/King County was founded in 1998. The first City Year Seattle/King County corps members launched the inaugural program in September of 1998; since then over 200 corps members have provided more than 300,000 hours of service to communities throughout Seattle and King County. Each year, a new corps contributes to making a positive difference through service throughout Seattle and King County.",(206) 219-5010,2203 23rd Ave South,98144.0,-122.30317,47.58346,"(47.58346, -122.30317)"
219320.0,Mountains to Sound Greenway Trust,MOUNTAINS TO SOUND GREENWAY TRUST,,http://www.mtsgreenway.org,"Stretching 100 miles along Interstate 90 from the small town of Thorp in Central Washington to the Seattle waterfront, the Mountains to Sound Greenway is a ""Wilderness on the Metro,"" a place to walk or bike or picnic, to quickly get outside and explore the beauty of the Northwest.  The mission of the Greenway Trust is to protect and enhance scenic beauty, recreational opportunities, wildlife habitat, historic communities and healthy economies in a multi-purpose Greenway along Interstate 90 from the shores of Puget Sound over the Cascade Mountains to the Kittitas Valley foothills in Washington State. Help make this human and natural heritage visible and accessible to all people.","The Greenway Trust supports communities and public agencies in acquiring open space lands for permanent protection, works to connect a regional Greenway Trail system, and involves people of all ages in environmental restoration and stewardship of public open spaces.  The Greenway Trust also provides a forum where diverse public and private interests can work toward practical solutions to balance conservation with economic prosperity","In 1990 a concerned group of citizens marched from Snoqualmie Pass to the Seattle waterfront to publicize the need to save some of the nearby forests and open spaces just outside of the growing city. From that group of activists, the nonprofit Mountains to Sound Greenway Trust was formed and began building a Board of Directors that is now a coalition of 68 people. The Board includes major land owners and managers along Interstate 90, foresters, business representatives, recreation groups, environmentalists, community activists, elected leaders and government agencies.",,"911 Western Ave, Suite 523",98104.0,-122.33741,47.60378,"(47.60378, -122.33741)"
224331.0,ROOTS Young Adult Shelter (RYAS),ROOTS YOUNG ADULT SHELTER RYAS,Rising Out Of The Shadows (ROOTS),http://www.rootsinfo.org,"ROOTS Young Adult Shelter provides safe emergency shelter to young adults (age 18-25) in Seattle's University District.  We deliver critical services to homeless young adults and other low-income persons, advocate for policies that foster dignity and long-term solutions, and work toward building community partnerships.","The ROOTS Young Adult Shelter (RYAS) serves homeless young persons between the ages of 18 and 25 seven nights a week. We are the only shelter program in the city specifically addressing the needs of homeless young adults every night of the year. These young people are too old to access youth shelter programs, but often feel unwelcome or threatened in emergency programs serving mostly older single adults.  We offer:  Safe emergency overnight shelter to street-involved young adults, ages 18-25  Clean bedding and sheets  Hot dinners and breakfasts  Opportunities for personal hygiene (including laundry and showers)  On-site case management and referral to other support and transitional services  Supportive and nurturing relationships between staff, volunteers, and guests  Volunteer training and support   ROOTS also hosts a weekly meal program known as Friday Feast, which has been in continuous operation since 1999.  Friday Feast provides a restaurant-quality meal every Friday at 6PM to between 150 and 200 homeless and low-income individuals of all ages.  Real Change has called Friday Feast ""The best of all soup kitchen meals.""","In the 1980's, University Youth Shelter became an inspiring example of the power of community.  Students, parents, and other citizens of the University District refused to close their eyes to the tragic reality of youth homelessness, and created an ad-hoc shelter, run solely by volunteers at five different church sites.  As volunteers got to know the young people from the streets, it became clear that UYS was offering more than a safe place to sleep.  Youth were also finding security and the type of caring relationships that are so essential to human development.  ROOTS, a city-funded program, merged with University Youth Shelter, eventually growing to seven nights a week of shelter for 18- to 25-year-olds, yet we retain our grassroots style as a largely volunteer-run agency. We also offer showers, laundry, other hygiene opportunities, and on-site case management.  For more information on ROOTS (Rising Out Of The Shadows), please visit www.rootsinfo.org.",(206) 632-1635,1415 NE 43rd Street,98105.0,-122.31241,47.65926,"(47.65926, -122.31241)"
219312.0,Foss Home & Village,FOSS HOME  VILLAGE,,http://www.fosscare.org,"It is the mission of Foss Home & Village to provide excellent, cost-effective health care services within a Christian environment.  With dignity and respect, care is provided by a qualified, kind and loving staff.  Our purpose is to promote life in the fullest possible sense for each person.","We are a non-profit nursing care and assisted living facility with 4 different levels of care:  Temporary Care, Dementia Unit, Long Term Nursing Care and Assisted Living.  We are affiliated with the Evangelical Lutheran Church in America.  However, our facility is open to and consists of residents, staff and volunteers of a variety of ethnic origins and religions or spiritual beliefs.  We provide a variety of services to our elderly residents in addition to regular healthcare services.  Volunteers play an important role in helping residents maintain variety, stimulation and self esteem during these declining years.",Foss Home was founded 73 years ago by Lutheran Bishop L.C. Foss as a place where the elderly needing special care could be ministered to.  The full capacity at present is 270 residents.,,13023 Greenwood Avenue North,98133-7397,-122.35599,47.72426,"(47.72426, -122.35599)"
224315.0,North Helpline Food Bank,NORTH HELPLINE FOOD BANK,North Helpline,,"North Helpline Food Bank's mission is to feed the hungry, and to provide emergency assistance for residents of zip codes 98115, 98125, 98133, 98155 & 98177, and/or refer people to other agencies for additional services.","North Helpline Food Bank is open Saturdays for seniors (over 65) and disabled from 9:30 AM to 11:15 AM and for the general public from 11:15 until 1:00 PM, Wednesdays from 10 AM to 1:30 PM, and Thursdays 4 PM to 7 PM.  One visit per household per week.  The food bank also provides a baby cupboard on the first Saturday of each month and pet food distribution on the second Saturday of each month.","North Helpline is a non-profit organization that was formed in 1989 by concerned citizens, business leaders, service organizations, and local church members who saw their neighbors experiencing difficult times.  North Helpline is recognized by such organizations as United Way, the Seattle Foundation, the City of Seattle and the Greater Seattle Council of Churches.  North Helpline provides a variety of emergency services to local residents, including a food bank, financial aid to prevent evictions and utility shut-offs, bus tickets, diapers and baby food, and referrals to other agencies that help residents get back on their feet, as well as sponsoring a Rotacare Clinic on Saturdays for people with no insurance.",(206) 367-3477,12736 33TH AVE NE,98125.0,,,
1.0354197494E10,Chinatown-ID Business Improvement Area,CHINATOWNID BUSINESS IMPROVEMENT AREA,,http://www.cidbia.org,"Its mission is to promote economic vitality of the district, encourage responsible business development and support continuous improvement of the quality of life in the district for its business owners, residents, and visitors. Members of the BIA are elected to serve on the Board of Directors that acts in a strategic and advisory capacity to the CIDBIA?s Executive Director. The Executive Director and staffs manage and administer services and programs of the organization. The CIDBIA supplements state and city programs geared toward neighborhood improvement.","The CIDBIA supplements state and city programs geared toward neighborhood improvement and is charged to deliver the following scope of services:  *Implement marketing strategies to promote business and tourism     *Maintenance, beautification, and enhancement of the public areas         *Support and promote public safety  *Increase accessibility to the district by defining, participating, and supporting transportation related initiatives  What We Do  *Business and Tourism Development  *Cultural events and Festivals including the annual Chinatown-International District Summer Festival, Lunar New Year Celebration and Night Markets                       *Visitor Brochures                     *Chinatown-International District Website            *Media Relations                  *Maintenance and Enhancement                       *Daily Clean Up                         *Graffiti Report and Paint out (10 feet below)                       *Illegal Dumping Report                        *Leaf Clean Up  *Tree Pruning                 *Street Pressure Washing  *Public Safety            *Community Police Team Relations            *Park Rangers  *No Trespassing Program               *Environmental Perception of the Neighborhood  *Tree Pruning                   *Graffiti Paint Out  *Lighting             *Accessibility and Transportation                   *Public transportation and parking assistance                       *Partners:  SDOT King County Metro Sound Transit Sounder Merchants Parking Interlm IPM","Established in 1994, the Chinatown-International District Business Improvement Area (CIDBIA) is a 501 (c) (3) non-profit organization primarily funded through a self-imposed tax on business and property owners in the Chinatown-International District.",(206) 382-1197,423 Maynard Ave South,98104.0,-122.32537,47.59851,"(47.59851, -122.32537)"
219398.0,Columbia Lutheran Home,COLUMBIA LUTHERAN HOME,,http://www.columbialutheranhome.com,"The mission of Columbia Lutheran Home is to provide care for the whole person-mind, body and spirit.  We offer nursing care and services in family-like environments enhanced by a committed spirit of love.  The essence of Columbia Lutheran Home finds expression in our residents, staff and volunteers who create a caring home where we celebrate life.","We offer 24 hour nursing home services to those who need help with activities of daily life.  We offer a special care unit for those with Alzheimer's/Dementia, a longterm care unit, and a rehab unit for folks to gain strength and return to home or a lesser care setting.  Volunteers are a big part of our loving care, and provide everything from gardening help to clerical assistance to entertainment and hospitality services.  We embrace volunteers as a part of our family.","Since 1920, we have provided nursing home services in the Phinney Ridge neighborhood of Seattle.  We have residents who range in age from 42-105, and a total of 116 beds.",,4700 Phinney Ave N,98103.0,-122.35311,47.66312,"(47.66312, -122.35311)"
219282.0,Lambert House,LAMBERT HOUSE,,http://www.lamberthouse.org,"Lambert House is the largest community center in the Northwest for gay, lesbian, bisexual, transgendered and questioning (GLBTQ) youth, ages 11 - 22. We offer numerous social, recreational, health, counseling, and cultural programs throughout the year. We are located on Capitol Hill in Seattle and served over 500 different GLBTQ youth last year through 4,419 service contacts. Our website can be accessed at: www.lamberthouse.org","Our multi-service community center is open six days a week and provides a safe environment for GLBTQ youth to find community and end the social and psychological isolation that usually characterize their lives in school and at home. Here, they are the majority and the norm. We feature: social and recreational activities; performance events and dances; piano and keyboard; pool table; 2,000-volume GLBT lending library; computer lab with Internet access; separate weekly support groups for ""Boys Who Like Boys,"" Queer Young Females,"" and ""Tranz Youth""; a seminar on relationship skills; internships and leadership opportunities; queer film nights; gay skate monthly; outdoor recreation monthly; dinners most nights; and free mental health counseling.  We serve GLBTQ youth from all economic backgrounds, living situations and educational experiences. Our on-site services are confidential and also include: crisis intervention and resource referral; drug and alcohol evaluation; mental health counseling; transgender social support and; transportation to free clinics twice weekly. For GLBTQ youth in need, we provide free personal hygiene items and a small clothing bank at no cost.  We depend heavily on volunteers for our service delivery.  We have approximately 70 regularly-scheduled volunteers that contribute hours equivalent to 4 full-time employees (FTEs).  Our organization qualifies for the Microsoft Matching Volunteer Program.","Lambert House started in 1981 as the Association of Gay and Lesbian Youth Advocates (AGLYA). In 1991 AGLYA seized an opportunity to lease an old Victorian house in Capitol Hill, Seattle's most visibly queer neighborhood. The organization was renamed in memory of Grey Lambert, a young man who worked to open our community center and who died of AIDS-related causes just as the house opened. Since then, Lambert House has expanded its programs and today enjoys a national reputation as an innovative, leading organization in the Northwest for queer youth.",,P.O. Box 23111,98102.0,,,
306316.0,Beacon Hill International School,BEACON HILL INTERNATIONAL SCHOOL,Beacon Hill PTA,http://beaconhillinternationalschool.org,"We develop competent and confident multilingual, multicultural and socially responsible citizens with the strong academic skills and compassion needed in our global society.""","Located on the hill that bears its name in South Seattle, Beacon Hill International School students reflect the rich diversity of its neighborhood.  We have 412 students, of which 40% are Asian (mainly Chinese), and 45% are Latino.  Our school serves students kindergarten through 5th grade.  Starting this fall, we now have and on-site preschool run by Country Day School Association.  Many come from families who do not speak English, and 65% of the student population receive free or reduced lunches.  Our school has an open concept design with no walls separating the classes.  This provides a warm and welcoming atmosphere for parents and visitors.  The teachers at Beacon Hill are very friendly and dedicated to their craft.  They work very well with each other, and are able to team teach with ease, to share their strengths and combine classes to hear special guest and presentations.  At Beacon Hill International School students feel safe, loved, receive an excellent education and make many life-long friends.  It's a great place to be!","Beacon Hill Elementary was built in the mid-60's.    In the fall of 2008, we became Beacon Hill International School.  In kindergarten, we offer 1/2 day of Spanish and Mandarin language immersion.  One grade level will be added each year.  The original Beacon Hill Elementary was first located where the now present El Centro de la Raza, a non-profit organization that serves the Latino community now resides.  Beacon Hill Elementary has had some very proud moments: 1) In 1995, Redbook magazine honored Beacon Hill Elementary as ""America's Best Schools Award for Overall Excellence"".  2) Ranked #1 in Seattle students reporting that they like to ""read for fun"". (ITBS, 1999).  3) October 2002, Tricia Lewicki, teacher, won the national teaching award, as the Milken Family Foundation Outstanding Educator.    Former governor, Gary Locke, and former Seattle School Board Member, Jan Kumasaka both attended Beacon Hill Elementary.  In the spring of 2006, we completed the 1-2/2 year remodel and building addition.  We now have a multi-purpose room/cafeteria, 3 new classrooms, and before/after school childcare facility.  We love our remodel and it now better serves our growing student population.",(206) 252-2700,"2025 14th Ave, S.",98144.0,-122.3151,47.58547,"(47.58547, -122.3151)"
2.1909466E7,Beacon Alliance of Neighbors,BEACON ALLIANCE OF NEIGHBORS,,http://www.cityofseattle.net/BAN/index.htm,"The Beacon Alliance of Neighbors (BAN) is a community council for Northwest Beacon Hill. We are dedicated to improving public safety, parks and other green spaces, and building  community in our culturally diverse neighborhoods.","The Beacon Alliance of Neighbors has the goal of improving the quality of life on Northwest Beacon Hill. BAN commits itself to making our area a place where people can live safely in a caring, active community.  A member of the City of Seattle's Greater Duwamish Neighborhood District Council, BAN sponsors community building events. It provides a forum for neighbors to participate with city, county, and state officials and agencies.  Founded in 1998, BAN meets the third Tuesday each month. Meetings are held according to a process recommended by the city's Dept. of Neighborhoods, where all residents have access to the agenda. Over 300 community members have attended our events.  Liability for volunteer work done in Seattle parks is provided by standard volunteer agreements with Seattle Parks and Recreation.","In 1998, BAN began working on public safety issues around Northwest Beacon Hill, including sponsoring block watches and annual Seattle Night Out events. In 1999, we successfully implemented a highly successful community mitigation project working with the Wright Runstad Company during the PacMed/Amazon.com renovation, and sponsoring a Beacon Hill community-wide forum on Good Neighbor Agreements with beverage retailers. In 2000, BAN sponsored a well-attended traffic summit that included city officials and business representatives from the Little Saigon community, and sponsored the creation of the Beacon Bluff P-Patch and Community Garden. From 2001-2005, BAN has co-sponsored with Seattle Housing Authority and the Beacon Tower Community Council an annual all-ages ""Toss from the Tower"" community potluck and paper airplane event. From 2003 to the present, BAN has been the community focal point for cleaning up the East Duwamish Greenbelt (aka, ""the Jungle""), the greenbelt that runs south of Dr. Jose Rizal Park along I-5 on the west side of Beacon Hill; this project has involved close cooperation with the Seattle Police Department, Parks and Recreation, Seattle Dept. of Transportation, Wash. State Dept. of Transportation, and Wash. State. Dept. of Corrections. Since April, 2005, work parties involving AmeriCorps, EarthCorps, Seattle University, and neighborhood volunteers, plus volunteer opportunities arranged by Seattle Parks and Recreation, has resulted in 1/4 acre of English ivy being removed from the south side of Dr. Jose Rizal Park, plus saving 400 native trees and other plants. We are currently concentrating on continuing work in Dr. Jose Rizal Park and Lewis Park, plus working on public stairwells on Massachusetts, Bayview, and College. We support other community groups, like the Beacon Ridge Improvement Community and the Beacon Hill Pedestrian Taskforce, in their efforts to make Beacon Hill more pedestrian friendly.",,1311 13th Avenue South,98144.0,-122.31627,47.5911,"(47.5911, -122.31627)"
223382.0,The Wintonia,WINTONIA,Archdiocesan Housing Authority,,"The Wintonia provides permanent, low-income housing for 92 formerly homeless individuals, half of whom are disabled by chronic alcoholism.  This service enriched housing provides residents with meal services, health care, alcohol case management, and social activities.","The goal of the Wintonia Community Housing Association is to provide permanent, successful solutions to homelessness through the provision of long-term, stable, affordable housing.  We also strive to help men and women who may otherwise be vulnerable and victimized on the streets to reassert control over their lives and to live in dignity.","Built in 1909, the Wintonia has served as a hotel, a boarding house, a youth hostel, and most recently as a Buddhist monastery.  It has been a part of the Archdiocesan Housing Authority for over 8 years now.",,1431 Minor Ave.,98101.0,-122.32785,47.6136,"(47.6136, -122.32785)"
